operation_index,stage,butterfly_in_stage,half,block,local_index,address_a,address_b,twiddle_address,forward_twiddle,inverse_twiddle
566,4,54,16,3,6,102,118,21,286011093,970683590
567,4,55,16,3,7,103,119,22,455809104,1054360106
568,4,56,16,3,8,104,120,23,8388480,1065304193
569,4,57,16,3,9,105,121,24,19332567,617883569
570,4,58,16,3,10,106,122,25,103009083,787681580
571,4,59,16,3,11,107,123,26,598196351,221453568
572,4,60,16,3,12,108,124,27,412890215,265081781
573,4,61,16,3,13,109,125,28,215328367,660844657
574,4,62,16,3,14,110,126,29,918502623,22108881
575,4,63,16,3,15,111,127,30,322126179,310298240
576,4,64,16,4,0,128,144,15,1,1
577,4,65,16,4,1,129,145,16,763394433,751566494
578,4,66,16,4,2,130,146,17,1051583792,155190050
579,4,67,16,4,3,131,147,18,412848016,858364306
580,4,68,16,4,4,132,148,19,808610892,660802458
581,4,69,16,4,5,133,149,20,852239105,475496322
582,4,70,16,4,6,134,150,21,286011093,970683590
583,4,71,16,4,7,135,151,22,455809104,1054360106
584,4,72,16,4,8,136,152,23,8388480,1065304193
585,4,73,16,4,9,137,153,24,19332567,617883569
586,4,74,16,4,10,138,154,25,103009083,787681580
587,4,75,16,4,11,139,155,26,598196351,221453568
588,4,76,16,4,12,140,156,27,412890215,265081781
589,4,77,16,4,13,141,157,28,215328367,660844657
590,4,78,16,4,14,142,158,29,918502623,22108881
591,4,79,16,4,15,143,159,30,322126179,310298240
592,4,80,16,5,0,160,176,15,1,1
593,4,81,16,5,1,161,177,16,763394433,751566494
594,4,82,16,5,2,162,178,17,1051583792,155190050
595,4,83,16,5,3,163,179,18,412848016,858364306
596,4,84,16,5,4,164,180,19,808610892,660802458
597,4,85,16,5,5,165,181,20,852239105,475496322
598,4,86,16,5,6,166,182,21,286011093,970683590
599,4,87,16,5,7,167,183,22,455809104,1054360106
600,4,88,16,5,8,168,184,23,8388480,1065304193
601,4,89,16,5,9,169,185,24,19332567,617883569
602,4,90,16,5,10,170,186,25,103009083,787681580
603,4,91,16,5,11,171,187,26,598196351,221453568
604,4,92,16,5,12,172,188,27,412890215,265081781
605,4,93,16,5,13,173,189,28,215328367,660844657
606,4,94,16,5,14,174,190,29,918502623,22108881
607,4,95,16,5,15,175,191,30,322126179,310298240
608,4,96,16,6,0,192,208,15,1,1
609,4,97,16,6,1,193,209,16,763394433,751566494
610,4,98,16,6,2,194,210,17,1051583792,155190050
611,4,99,16,6,3,195,211,18,412848016,858364306
612,4,100,16,6,4,196,212,19,808610892,660802458
613,4,101,16,6,5,197,213,20,852239105,475496322
614,4,102,16,6,6,198,214,21,286011093,970683590
615,4,103,16,6,7,199,215,22,455809104,1054360106
616,4,104,16,6,8,200,216,23,8388480,1065304193
617,4,105,16,6,9,201,217,24,19332567,617883569
618,4,106,16,6,10,202,218,25,103009083,787681580
619,4,107,16,6,11,203,219,26,598196351,221453568
620,4,108,16,6,12,204,220,27,412890215,265081781
621,4,109,16,6,13,205,221,28,215328367,660844657
622,4,110,16,6,14,206,222,29,918502623,22108881
623,4,111,16,6,15,207,223,30,322126179,310298240
624,4,112,16,7,0,224,240,15,1,1
625,4,113,16,7,1,225,241,16,763394433,751566494
626,4,114,16,7,2,226,242,17,1051583792,155190050
627,4,115,16,7,3,227,243,18,412848016,858364306
628,4,116,16,7,4,228,244,19,808610892,660802458
629,4,117,16,7,5,229,245,20,852239105,475496322
630,4,118,16,7,6,230,246,21,286011093,970683590
631,4,119,16,7,7,231,247,22,455809104,1054360106
632,4,120,16,7,8,232,248,23,8388480,1065304193
633,4,121,16,7,9,233,249,24,19332567,617883569
634,4,122,16,7,10,234,250,25,103009083,787681580
635,4,123,16,7,11,235,251,26,598196351,221453568
636,4,124,16,7,12,236,252,27,412890215,265081781
637,4,125,16,7,13,237,253,28,215328367,660844657
638,4,126,16,7,14,238,254,29,918502623,22108881
639,4,127,16,7,15,239,255,30,322126179,310298240
640,5,0,32,0,0,0,32,31,1,1
641,5,1,32,0,1,1,33,32,1050049979,927050550
642,5,2,32,0,2,2,34,33,763394433,751566494
643,5,3,32,0,3,3,35,34,914998407,854672759
644,5,4,32,0,4,4,36,35,1051583792,155190050
645,5,5,32,0,5,5,37,36,188320113,965461700
646,5,6,32,0,6,6,38,37,412848016,858364306
647,5,7,32,0,7,7,39,38,926029307,385214255
648,5,8,32,0,8,8,40,39,808610892,660802458
649,5,9,32,0,9,9,41,40,226360406,271753865
650,5,10,32,0,10,10,42,41,852239105,475496322
651,5,11,32,0,11,11,43,42,771736973,233515968
652,5,12,32,0,12,12,44,43,286011093,970683590
653,5,13,32,0,13,13,45,44,754442538,847534052
654,5,14,32,0,14,14,46,45,455809104,1054360106
655,5,15,32,0,15,15,47,46,484581581,197364598
656,5,16,32,0,16,16,48,47,8388480,1065304193
657,5,17,32,0,17,17,49,48,876328075,589111092
658,5,18,32,0,18,18,50,49,19332567,617883569
659,5,19,32,0,19,19,51,50,226158621,319250135
660,5,20,32,0,20,20,52,51,103009083,787681580
661,5,21,32,0,21,21,53,52,840176705,301955700
662,5,22,32,0,22,22,54,53,598196351,221453568
663,5,23,32,0,23,23,55,54,801938808,847332267
664,5,24,32,0,24,24,56,55,412890215,265081781
665,5,25,32,0,25,25,57,56,688478418,147663366
666,5,26,32,0,26,26,58,57,215328367,660844657
667,5,27,32,0,27,27,59,58,108230973,885372560
668,5,28,32,0,28,28,60,59,918502623,22108881
669,5,29,32,0,29,29,61,60,219019914,158694266
670,5,30,32,0,30,30,62,61,322126179,310298240
671,5,31,32,0,31,31,63,62,146642123,23642694
672,5,32,32,1,0,64,96,31,1,1
673,5,33,32,1,1,65,97,32,1050049979,927050550
674,5,34,32,1,2,66,98,33,763394433,751566494
675,5,35,32,1,3,67,99,34,914998407,854672759
676,5,36,32,1,4,68,100,35,1051583792,155190050
677,5,37,32,1,5,69,101,36,188320113,965461700
678,5,38,32,1,6,70,102,37,412848016,858364306
679,5,39,32,1,7,71,103,38,926029307,385214255
680,5,40,32,1,8,72,104,39,808610892,660802458
681,5,41,32,1,9,73,105,40,226360406,271753865
682,5,42,32,1,10,74,106,41,852239105,475496322
683,5,43,32,1,11,75,107,42,771736973,233515968
684,5,44,32,1,12,76,108,43,286011093,970683590
685,5,45,32,1,13,77,109,44,754442538,847534052
686,5,46,32,1,14,78,110,45,455809104,1054360106
687,5,47,32,1,15,79,111,46,484581581,197364598
688,5,48,32,1,16,80,112,47,8388480,1065304193
689,5,49,32,1,17,81,113,48,876328075,589111092
690,5,50,32,1,18,82,114,49,19332567,617883569
691,5,51,32,1,19,83,115,50,226158621,319250135
692,5,52,32,1,20,84,116,51,103009083,787681580
693,5,53,32,1,21,85,117,52,840176705,301955700
694,5,54,32,1,22,86,118,53,598196351,221453568
695,5,55,32,1,23,87,119,54,801938808,847332267
696,5,56,32,1,24,88,120,55,412890215,265081781
697,5,57,32,1,25,89,121,56,688478418,147663366
698,5,58,32,1,26,90,122,57,215328367,660844657
699,5,59,32,1,27,91,123,58,108230973,885372560
700,5,60,32,1,28,92,124,59,918502623,22108881
701,5,61,32,1,29,93,125,60,219019914,158694266
702,5,62,32,1,30,94,126,61,322126179,310298240
703,5,63,32,1,31,95,127,62,146642123,23642694
704,5,64,32,2,0,128,160,31,1,1
705,5,65,32,2,1,129,161,32,1050049979,927050550
706,5,66,32,2,2,130,162,33,763394433,751566494
707,5,67,32,2,3,131,163,34,914998407,854672759
708,5,68,32,2,4,132,164,35,1051583792,155190050
709,5,69,32,2,5,133,165,36,188320113,965461700
710,5,70,32,2,6,134,166,37,412848016,858364306
711,5,71,32,2,7,135,167,38,926029307,385214255
712,5,72,32,2,8,136,168,39,808610892,660802458
713,5,73,32,2,9,137,169,40,226360406,271753865
714,5,74,32,2,10,138,170,41,852239105,475496322
715,5,75,32,2,11,139,171,42,771736973,233515968
716,5,76,32,2,12,140,172,43,286011093,970683590
717,5,77,32,2,13,141,173,44,754442538,847534052
718,5,78,32,2,14,142,174,45,455809104,1054360106
719,5,79,32,2,15,143,175,46,484581581,197364598
720,5,80,32,2,16,144,176,47,8388480,1065304193
721,5,81,32,2,17,145,177,48,876328075,589111092
722,5,82,32,2,18,146,178,49,19332567,617883569
723,5,83,32,2,19,147,179,50,226158621,319250135
724,5,84,32,2,20,148,180,51,103009083,787681580
725,5,85,32,2,21,149,181,52,840176705,301955700
726,5,86,32,2,22,150,182,53,598196351,221453568
727,5,87,32,2,23,151,183,54,801938808,847332267
728,5,88,32,2,24,152,184,55,412890215,265081781
729,5,89,32,2,25,153,185,56,688478418,147663366
730,5,90,32,2,26,154,186,57,215328367,660844657
731,5,91,32,2,27,155,187,58,108230973,885372560
732,5,92,32,2,28,156,188,59,918502623,22108881
733,5,93,32,2,29,157,189,60,219019914,158694266
734,5,94,32,2,30,158,190,61,322126179,310298240
735,5,95,32,2,31,159,191,62,146642123,23642694
736,5,96,32,3,0,192,224,31,1,1
737,5,97,32,3,1,193,225,32,1050049979,927050550
738,5,98,32,3,2,194,226,33,763394433,751566494
739,5,99,32,3,3,195,227,34,914998407,854672759
740,5,100,32,3,4,196,228,35,1051583792,155190050
741,5,101,32,3,5,197,229,36,188320113,965461700
742,5,102,32,3,6,198,230,37,412848016,858364306
743,5,103,32,3,7,199,231,38,926029307,385214255
744,5,104,32,3,8,200,232,39,808610892,660802458
745,5,105,32,3,9,201,233,40,226360406,271753865
746,5,106,32,3,10,202,234,41,852239105,475496322
747,5,107,32,3,11,203,235,42,771736973,233515968
748,5,108,32,3,12,204,236,43,286011093,970683590
749,5,109,32,3,13,205,237,44,754442538,847534052
750,5,110,32,3,14,206,238,45,455809104,1054360106
751,5,111,32,3,15,207,239,46,484581581,197364598
752,5,112,32,3,16,208,240,47,8388480,1065304193
753,5,113,32,3,17,209,241,48,876328075,589111092
754,5,114,32,3,18,210,242,49,19332567,617883569
755,5,115,32,3,19,211,243,50,226158621,319250135
756,5,116,32,3,20,212,244,51,103009083,787681580
757,5,117,32,3,21,213,245,52,840176705,301955700
758,5,118,32,3,22,214,246,53,598196351,221453568
759,5,119,32,3,23,215,247,54,801938808,847332267
760,5,120,32,3,24,216,248,55,412890215,265081781
761,5,121,32,3,25,217,249,56,688478418,147663366
762,5,122,32,3,26,218,250,57,215328367,660844657
763,5,123,32,3,27,219,251,58,108230973,885372560
764,5,124,32,3,28,220,252,59,918502623,22108881
765,5,125,32,3,29,221,253,60,219019914,158694266
766,5,126,32,3,30,222,254,61,322126179,310298240
767,5,127,32,3,31,223,255,62,146642123,23642694
768,6,0,64,0,0,0,64,63,1,1
769,6,1,64,0,1,1,65,64,200173387,1045423387
770,6,2,64,0,2,2,66,65,1050049979,927050550
771,6,3,64,0,3,3,67,66,533654917,831070866
772,6,4,64,0,4,4,68,67,763394433,751566494
773,6,5,64,0,5,5,69,68,2069058,699196157
774,6,6,64,0,6,6,70,69,914998407,854672759
775,6,7,64,0,7,7,71,70,406712301,820600391
776,6,8,64,0,8,8,72,71,1051583792,155190050
777,6,9,64,0,9,9,73,72,214889160,648844392
778,6,10,64,0,10,10,74,73,188320113,965461700
779,6,11,64,0,11,11,75,74,463094048,509731710
780,6,12,64,0,12,12,76,75,412848016,858364306
781,6,13,64,0,13,13,77,76,119229067,982027184
782,6,14,64,0,14,14,78,77,926029307,385214255
783,6,15,64,0,15,15,79,78,17946508,577964084
784,6,16,64,0,16,16,80,79,808610892,660802458
785,6,17,64,0,17,17,81,80,220888934,673638836
786,6,18,64,0,18,18,82,81,226360406,271753865
787,6,19,64,0,19,19,83,82,549836287,523107378
788,6,20,64,0,20,20,84,83,852239105,475496322
789,6,21,64,0,21,21,85,84,553745600,363005169
790,6,22,64,0,22,22,86,85,771736973,233515968
791,6,23,64,0,23,23,87,86,549106237,218120729
792,6,24,64,0,24,24,88,87,286011093,970683590
793,6,25,64,0,25,25,89,88,219089152,192393921
794,6,26,64,0,26,26,90,89,754442538,847534052
795,6,27,64,0,27,27,91,90,730605332,1064099878
796,6,28,64,0,28,28,92,91,455809104,1054360106
797,6,29,64,0,29,29,93,92,307487733,779231451
798,6,30,64,0,30,30,94,93,484581581,197364598
799,6,31,64,0,31,31,95,94,497226173,739000959
800,6,32,64,0,32,32,96,95,8388480,1065304193
801,6,33,64,0,33,33,97,96,334691714,576466500
802,6,34,64,0,34,34,98,97,876328075,589111092
803,6,35,64,0,35,35,99,98,294461222,766204940
804,6,36,64,0,36,36,100,99,19332567,617883569
805,6,37,64,0,37,37,101,100,9592795,343087341
806,6,38,64,0,38,38,102,101,226158621,319250135
807,6,39,64,0,39,39,103,102,881298752,854603521
808,6,40,64,0,40,40,104,103,103009083,787681580
809,6,41,64,0,41,41,105,104,855571944,524586436
810,6,42,64,0,42,42,106,105,840176705,301955700
811,6,43,64,0,43,43,107,106,710687504,519947073
812,6,44,64,0,44,44,108,107,598196351,221453568
813,6,45,64,0,45,45,109,108,550585295,523856386
814,6,46,64,0,46,46,110,109,801938808,847332267
815,6,47,64,0,47,47,111,110,400053837,852803739
816,6,48,64,0,48,48,112,111,412890215,265081781
817,6,49,64,0,49,49,113,112,495728589,1055746165
818,6,50,64,0,50,50,114,113,688478418,147663366
819,6,51,64,0,51,51,115,114,91665489,954463606
820,6,52,64,0,52,52,116,115,215328367,660844657
821,6,53,64,0,53,53,117,116,563960963,610598625
822,6,54,64,0,54,54,118,117,108230973,885372560
823,6,55,64,0,55,55,119,118,424848281,858803513
824,6,56,64,0,56,56,120,119,918502623,22108881
825,6,57,64,0,57,57,121,120,253092282,666980372
826,6,58,64,0,58,58,122,121,219019914,158694266
827,6,59,64,0,59,59,123,122,374496516,1071623615
828,6,60,64,0,60,60,124,123,322126179,310298240
829,6,61,64,0,61,61,125,124,242621807,540037756
830,6,62,64,0,62,62,126,125,146642123,23642694
831,6,63,64,0,63,63,127,126,28269286,873519286
832,6,64,64,1,0,128,192,63,1,1
833,6,65,64,1,1,129,193,64,200173387,1045423387
834,6,66,64,1,2,130,194,65,1050049979,927050550
835,6,67,64,1,3,131,195,66,533654917,831070866
836,6,68,64,1,4,132,196,67,763394433,751566494
837,6,69,64,1,5,133,197,68,2069058,699196157
838,6,70,64,1,6,134,198,69,914998407,854672759
839,6,71,64,1,7,135,199,70,406712301,820600391
840,6,72,64,1,8,136,200,71,1051583792,155190050
841,6,73,64,1,9,137,201,72,214889160,648844392
842,6,74,64,1,10,138,202,73,188320113,965461700
843,6,75,64,1,11,139,203,74,463094048,509731710
844,6,76,64,1,12,140,204,75,412848016,858364306
845,6,77,64,1,13,141,205,76,119229067,982027184
846,6,78,64,1,14,142,206,77,926029307,385214255
847,6,79,64,1,15,143,207,78,17946508,577964084
848,6,80,64,1,16,144,208,79,808610892,660802458
849,6,81,64,1,17,145,209,80,220888934,673638836
850,6,82,64,1,18,146,210,81,226360406,271753865
851,6,83,64,1,19,147,211,82,549836287,523107378
852,6,84,64,1,20,148,212,83,852239105,475496322
853,6,85,64,1,21,149,213,84,553745600,363005169
854,6,86,64,1,22,150,214,85,771736973,233515968
855,6,87,64,1,23,151,215,86,549106237,218120729
856,6,88,64,1,24,152,216,87,286011093,970683590
857,6,89,64,1,25,153,217,88,219089152,192393921
858,6,90,64,1,26,154,218,89,754442538,847534052
859,6,91,64,1,27,155,219,90,730605332,1064099878
860,6,92,64,1,28,156,220,91,455809104,1054360106
861,6,93,64,1,29,157,221,92,307487733,779231451
862,6,94,64,1,30,158,222,93,484581581,197364598
863,6,95,64,1,31,159,223,94,497226173,739000959
864,6,96,64,1,32,160,224,95,8388480,1065304193
865,6,97,64,1,33,161,225,96,334691714,576466500
866,6,98,64,1,34,162,226,97,876328075,589111092
867,6,99,64,1,35,163,227,98,294461222,766204940
868,6,100,64,1,36,164,228,99,19332567,617883569
869,6,101,64,1,37,165,229,100,9592795,343087341
870,6,102,64,1,38,166,230,101,226158621,319250135
871,6,103,64,1,39,167,231,102,881298752,854603521
872,6,104,64,1,40,168,232,103,103009083,787681580
873,6,105,64,1,41,169,233,104,855571944,524586436
874,6,106,64,1,42,170,234,105,840176705,301955700
875,6,107,64,1,43,171,235,106,710687504,519947073
876,6,108,64,1,44,172,236,107,598196351,221453568
877,6,109,64,1,45,173,237,108,550585295,523856386
878,6,110,64,1,46,174,238,109,801938808,847332267
879,6,111,64,1,47,175,239,110,400053837,852803739
880,6,112,64,1,48,176,240,111,412890215,265081781
881,6,113,64,1,49,177,241,112,495728589,1055746165
882,6,114,64,1,50,178,242,113,688478418,147663366
883,6,115,64,1,51,179,243,114,91665489,954463606
884,6,116,64,1,52,180,244,115,215328367,660844657
885,6,117,64,1,53,181,245,116,563960963,610598625
886,6,118,64,1,54,182,246,117,108230973,885372560
887,6,119,64,1,55,183,247,118,424848281,858803513
888,6,120,64,1,56,184,248,119,918502623,22108881
889,6,121,64,1,57,185,249,120,253092282,666980372
890,6,122,64,1,58,186,250,121,219019914,158694266
891,6,123,64,1,59,187,251,122,374496516,1071623615
892,6,124,64,1,60,188,252,123,322126179,310298240
893,6,125,64,1,61,189,253,124,242621807,540037756
894,6,126,64,1,62,190,254,125,146642123,23642694
895,6,127,64,1,63,191,255,126,28269286,873519286
896,7,0,128,0,0,0,128,127,1,1
897,7,1,128,0,1,1,129,128,628150263,247950833
898,7,2,128,0,2,2,130,129,200173387,1045423387
899,7,3,128,0,3,3,131,130,1037639100,233594027
900,7,4,128,0,4,4,132,131,1050049979,927050550
901,7,5,128,0,5,5,133,132,134447912,1058060543
902,7,6,128,0,6,6,134,133,533654917,831070866
903,7,7,128,0,7,7,135,134,54643635,870791186
904,7,8,128,0,8,8,136,135,763394433,751566494
905,7,9,128,0,9,9,137,136,337461165,241820355
906,7,10,128,0,10,10,138,137,2069058,699196157
907,7,11,128,0,11,11,139,138,114819906,808836478
908,7,12,128,0,12,12,140,139,914998407,854672759
909,7,13,128,0,13,13,141,140,12197787,597272532
910,7,14,128,0,14,14,142,141,406712301,820600391
911,7,15,128,0,15,15,143,142,714337345,987325359
912,7,16,128,0,16,16,144,143,1051583792,155190050
913,7,17,128,0,17,17,145,144,1011678930,593974013
914,7,18,128,0,18,18,146,145,214889160,648844392
915,7,19,128,0,19,19,147,146,83109978,776740762
916,7,20,128,0,20,20,148,147,188320113,965461700
917,7,21,128,0,21,21,149,148,583162549,652625331
918,7,22,128,0,22,22,150,149,463094048,509731710
919,7,23,128,0,23,23,151,150,782495781,477733950
920,7,24,128,0,24,24,152,151,412848016,858364306
921,7,25,128,0,25,25,153,152,865040784,820941356
922,7,26,128,0,26,26,154,153,119229067,982027184
923,7,27,128,0,27,27,155,154,538130098,930907254
924,7,28,128,0,28,28,156,155,926029307,385214255
925,7,29,128,0,29,29,157,156,1041123736,537771961
926,7,30,128,0,30,30,158,157,17946508,577964084
927,7,31,128,0,31,31,159,158,637859556,220414576
928,7,32,128,0,32,32,160,159,808610892,660802458
929,7,33,128,0,33,33,161,160,458178887,149093510
930,7,34,128,0,34,34,162,161,220888934,673638836
931,7,35,128,0,35,35,163,162,710887297,628615564
932,7,36,128,0,36,36,164,163,226360406,271753865
933,7,37,128,0,37,37,165,164,935021338,329842670
934,7,38,128,0,38,38,166,165,549836287,523107378
935,7,39,128,0,39,39,167,166,79891480,676489154
936,7,40,128,0,40,40,168,167,852239105,475496322
937,7,41,128,0,41,41,169,168,415264070,157358875
938,7,42,128,0,42,42,170,169,553745600,363005169
939,7,43,128,0,43,43,171,170,1072421210,587341761
940,7,44,128,0,44,44,172,171,771736973,233515968
941,7,45,128,0,45,45,173,172,424516104,517100901
942,7,46,128,0,46,46,174,173,549106237,218120729
943,7,47,128,0,47,47,175,174,636875341,163890159
944,7,48,128,0,48,48,176,175,286011093,970683590
945,7,49,128,0,49,49,177,176,824046798,191432963
946,7,50,128,0,50,50,178,177,219089152,192393921
947,7,51,128,0,51,51,179,178,63660578,945750467
948,7,52,128,0,52,52,180,179,754442538,847534052
949,7,53,128,0,53,53,181,180,890049669,116773154
950,7,54,128,0,54,54,182,181,730605332,1064099878
951,7,55,128,0,55,55,183,182,191957633,204214608
952,7,56,128,0,56,56,184,183,455809104,1054360106
953,7,57,128,0,57,57,185,184,812345281,615554341
954,7,58,128,0,58,58,186,185,307487733,779231451
955,7,59,128,0,59,59,187,186,276291090,678714151
956,7,60,128,0,60,60,188,187,484581581,197364598
957,7,61,128,0,61,61,189,188,32149903,144986419
958,7,62,128,0,62,62,190,189,497226173,739000959
959,7,63,128,0,63,63,191,190,1073477738,327835062
960,7,64,128,0,64,64,192,191,8388480,1065304193
961,7,65,128,0,65,65,193,192,745857611,214935
962,7,66,128,0,66,66,194,193,334691714,576466500
963,7,67,128,0,67,67,195,194,928706254,1041542770
964,7,68,128,0,68,68,196,195,876328075,589111092
965,7,69,128,0,69,69,197,196,394978522,797401583
966,7,70,128,0,70,70,198,197,294461222,766204940
967,7,71,128,0,71,71,199,198,458138332,261347392
968,7,72,128,0,72,72,200,199,19332567,617883569
969,7,73,128,0,73,73,201,200,869478065,881735040
970,7,74,128,0,74,74,202,201,9592795,343087341
971,7,75,128,0,75,75,203,202,956919519,183643004
972,7,76,128,0,76,76,204,203,226158621,319250135
973,7,77,128,0,77,77,205,204,127942206,1010032095
974,7,78,128,0,78,78,206,205,881298752,854603521
975,7,79,128,0,79,79,207,206,882259710,249645875
976,7,80,128,0,80,80,208,207,103009083,787681580
977,7,81,128,0,81,81,209,208,909802514,436817332
978,7,82,128,0,82,82,210,209,855571944,524586436
979,7,83,128,0,83,83,211,210,556591772,649176569
980,7,84,128,0,84,84,212,211,840176705,301955700
981,7,85,128,0,85,85,213,212,486350912,1271463
982,7,86,128,0,86,86,214,213,710687504,519947073
983,7,87,128,0,87,87,215,214,916333798,658428603
984,7,88,128,0,88,88,216,215,598196351,221453568
985,7,89,128,0,89,89,217,216,397203519,993801193
986,7,90,128,0,90,90,218,217,550585295,523856386
987,7,91,128,0,91,91,219,218,743850003,138671335
988,7,92,128,0,92,92,220,219,801938808,847332267
989,7,93,128,0,93,93,221,220,445077109,362805376
990,7,94,128,0,94,94,222,221,400053837,852803739
991,7,95,128,0,95,95,223,222,924599163,615513786
992,7,96,128,0,96,96,224,223,412890215,265081781
993,7,97,128,0,97,97,225,224,853278097,435833117
994,7,98,128,0,98,98,226,225,495728589,1055746165
995,7,99,128,0,99,99,227,226,535920712,32568937
996,7,100,128,0,100,100,228,227,688478418,147663366
997,7,101,128,0,101,101,229,228,142785419,535562575
998,7,102,128,0,102,102,230,229,91665489,954463606
999,7,103,128,0,103,103,231,230,252751317,208651889
1000,7,104,128,0,104,104,232,231,215328367,660844657
1001,7,105,128,0,105,105,233,232,595958723,291196892
1002,7,106,128,0,106,106,234,233,563960963,610598625
1003,7,107,128,0,107,107,235,234,421067342,490530124
1004,7,108,128,0,108,108,236,235,108230973,885372560
1005,7,109,128,0,109,109,237,236,296951911,990582695
1006,7,110,128,0,110,110,238,237,424848281,858803513
1007,7,111,128,0,111,111,239,238,479718660,62013743
1008,7,112,128,0,112,112,240,239,918502623,22108881
1009,7,113,128,0,113,113,241,240,86367314,359355328
1010,7,114,128,0,114,114,242,241,253092282,666980372
1011,7,115,128,0,115,115,243,242,476420141,1061494886
1012,7,116,128,0,116,116,244,243,219019914,158694266
1013,7,117,128,0,117,117,245,244,264856195,958872767
1014,7,118,128,0,118,118,246,245,374496516,1071623615
1015,7,119,128,0,119,119,247,246,831872318,736231508
1016,7,120,128,0,120,120,248,247,322126179,310298240
1017,7,121,128,0,121,121,249,248,202901487,1019049038
1018,7,122,128,0,122,122,250,249,242621807,540037756
1019,7,123,128,0,123,123,251,250,15632130,939244761
1020,7,124,128,0,124,124,252,251,146642123,23642694
1021,7,125,128,0,125,125,253,252,840098646,36053573
1022,7,126,128,0,126,126,254,253,28269286,873519286
1023,7,127,128,0,127,127,255,254,825741840,445542410
